Sentence,g_bias
Aditya(to Kulmeet) Main vaadaa karta hoon,neutral
Dus din mein Geet ko le kar Bhatinda aoonga,neutral
KulmeetTheek hai,neutral
"DaljeetVeerji…theek kya hai? Iski baaton mein mat aao…
Kulmeet(to Aditya) Vo sach mein theek hai?
AdityaJi",neutral
Main intezaar karoonga,neutral
"page : 80 
----------------------------------------------------------------------------------------------------Daljeet(background) Veerji waqt ki barbaadi hai aur kuch nahin… 
Aditya takes Kulmeet's hand now",neutral
AdityaHumein maaf kar deejiye,neutral
Aur chinta mat keejiye,neutral
Kuch hi dinon mein aap Geet se milenge,neutral
Geet's father nods,neutral
Daljeet Singh and Roop look at Aditya,neutral
"{2 mins}
/13 ½ mins/
Sc # 48 Day, Interiors
 page : 81 
----------------------------------------------------------------------------------------------------Corporate Office - Corridor
Aditya comes out of the parlour in thought",neutral
"Raghav is there, waiting for him",male_bias
"He turns towards  
Aditya in intrigue",male_bias
"RaghavPoochhna padega ya you can read my mind? 
Aditya looks at him, preoccupied",male_bias
"AdityaMain Manali ja raha hoon… 
RaghavWhat the hell is happening? Kaun hain ye log? 
AdityaManali ke travel agents ki list to mil jayegi?
RaghavKyon? Hamari agency tumhaari bookings karegi",neutral
AdityaManali mein ki ek Travel Agency hai,neutral
Anshuman ki agency,neutral
"RaghavAditya… hey… chakkar kya hai?
AdityaPata nahin yaar",neutral
Samajh mein nahin aa raha hai,neutral
Ja kar dekhna hoga,neutral
"RaghavLike I said… what the hell is going on? 
AdityaLike I said… main Manali ja raha hoon",neutral
"{1/2 min}
Manali Montage 2
 page : 82 
----------------------------------------------------------------------------------------------------Moving shots of Manali",neutral
Those mountains again,neutral
"The forests, clouds",neutral
"In the last shot, a luxury  
car in seen driving up",neutral
"Sc # 49 Day, Exteriors
Manali Lane
The luxury car drives up a lane and stops outside a small building",neutral
Aditya gets off,neutral
He is holding a gift parcel in his hand,male_bias
"Another man, a local, gets off from the  
front seat and indicates the building",male_bias
Aditya moves towards it,neutral
"{1/2 min}
Sc # 50 Day, Int / Exteriors
Manali – Anshuman's Agency
Anshuman",neutral
"Sitting at the table, sipping tea and watching a cricket match on a small tv screen",neutral
He looks up as someone comes in,male_bias
It is the local man with Aditya,male_bias
"page : 83 
----------------------------------------------------------------------------------------------------Local (to Aditya) Ye sir…
Aditya steps in",neutral
"AdityaAnshuman? 
Anshuman nods",neutral
"Aditya(coming forwards) Hi, Aditya… 
Anshuman shakes hands with Aditya, still in question",neutral
AdityaHum mile nahin hain par aapne mere baare mein zaroor suna hoga,neutral
"Aditya Kashyap… 
Anshuman narrows his eyes",male_bias
"AnshumanAditya Kashyap?
AdityaJi… 
Anshuman(stands) Aditya Kashyap…
AdityaCorrect",neutral
"Aur maine bhi aapke baare mein bahut, bahut suna hai",neutral
Usi source se,neutral
"Ye aapke liye…  
aapke ghar ke liye",neutral
Aditya passes the gift,neutral
Anshuman is surprised,neutral
AnshumanThank you,neutral
"Please… (gestures to sit) 
Aditya sits",neutral
"Anshuman looks at the gift, keeps it on the side",neutral
"AnshumanTo… Main kya seva kar sakta hoon?
AdityaSeva…? (laughs) Seva tum actually kar sakte ho ek",neutral
Tum dono immediately Bhatinda chalo,neutral
Anshuman is looking at Aditya in surprise,neutral
"AdityaDekho, Geet ke ghar waale bahut pareshaan hain",neutral
"Usne kaha tha ki shaadi karte hi tum dono  
Bhatinda chale jaoge par suna ki aisa hua nahin",neutral
"AnshumanKaun?
AdityaKya?
AnshumanKisne kaha tha ki shaadi karte hi…?
AdityaGeet ne…
AnshumanKis Geet ki baat kar rahe hain aap?
 page : 84 
----------------------------------------------------------------------------------------------------Aditya(smiles) Kitni Geet ko jaante ho yaar?
Anshuman(defensive) Main kisi Geet ko nahin jaanta",neutral
Aditya stares at his face,male_bias
"{2 min} 
Sc # 51 Day, Exteriors
Manali Mall
Flash-back",neutral
Aditya and Geet standing in front of each other when he had dropped her at Manali,neutral
"Aditya  
comes forward, holds her hand",female_bias
AdityaGeet,neutral
GeetBye,neutral
"page : 85 
----------------------------------------------------------------------------------------------------He takes a few steps backwards",male_bias
"We follow her  
this time",female_bias
"She looks at him go, then turns towards Anshuman",neutral
"She walks up, then begins to run, feeling  
happier and happier as she approaches Anshuman",female_bias
She waves to Anshuman,female_bias
"{1/2 min}
Sc # 52 Day, Exteriors
Manali Cafeteria
Present time",neutral
Anshuman sitting at the open cafeteria,neutral
"Aditya is sitting across him, looking at him  
in disbelief",male_bias
Anshuman has a look of defiance,neutral
"Aditya speaks after a while –
AdityaKaise yaar… Anshuman? Tum aisa kaise kar sakte ho? 
AnshumanDekhiye sir… Mujhe guilty feel mat karaiye",neutral
"Maine nahin bola tha usey ki ghar se  
bhaag aa, samjhe na?
AdityaTo phir kyon bhaag aayee? Apni saari duniya peechhe chhod kar tumhaare paas kyon aa gayee  
vo?  
 page : 86 
----------------------------------------------------------------------------------------------------AnshumanKyonki uska dimagh kharaab hai",neutral
"Aap usey jaante hain to ye bhi jaante honge ki  
bachpana kitna bhara hua hai uske andar",neutral
Sapnon ki duniya mein rehti hai,neutral
"Samajhti hai  
hamesha vaisa hi hoga jaisa vo chahti hai",neutral
"AdityaTo tumne ye saabit kar diya ki actually ye uske sapnon ki duniya nahin hai, kyonki is mein tum  
jaise log rehte hain",neutral
Anshuman looks sharply at Aditya,neutral
"Then –
AnshumanDekhiye, dialogue maarna asaan hai",neutral
"Meri situation kya hai, vo main jaanta hoon",neutral
"Main  
rehta hoon yahan",neutral
"Mere ghar waale hain, society hai, kaam-dhandha hai aur hazaar  
tereh ki tension hai",neutral
"Ek din, achanak, vo yahan land hoti hai aur kehti hai ki chalo hum  
abhi shaadi kar lete hain",neutral
"Abhi, isi waqt",neutral
"To aapke hisaab se mujhe kya karna chahiye  
tha? 
AdityaDepend karte hai ki tum us se pyaar karte ho na nahin",neutral
Anshuman(smirks) Ye to height hai,neutral
"Dekhiye, aap bahut bade aadmi hain, magar main aapke  
saamne apne pyaar ka imtihan dene waala nahin hoon, samjhe na?  
AdityaZaroorat bhi nahin hai",neutral
"Agar tumne uski zindagi barbaad kar dee hai to ye to clear hai ki tum  
uske baare mein kya feel karte ho",neutral
"AnshumanMagar ye clear nahin hai ki aap uske baare mein kya feel karte hain? Geet ne to kabhi  
kaha nahin ki aapko jaanti hai",neutral
Phir bhi aap uske peeche itni door chale aaye,neutral
"(smirks)  
Scene kya hai boss? Haan?
AdityaGeet aur mera scene main tumhein zaroor batata Anshuman, magar tumhaare jaisa cheap aadmi  
ye baat samajh nahin payega",neutral
"AnshumanKya? Kya kaha?
AdityaCheap, ghatiya, gira hua",neutral
Aditya stands to leave,neutral
"AnshumanDekho, limit mein raho, samjhe na? Kya gira hua hoon main? Maine us sey shaadi ka  
vaada kiya tha kya? Shaadi ka naam bhi nahin liya tha maine",neutral
"Bhoot us par savaar tha –  
shaadi ke baad ye karenge, vo karenge – aisa ghar, vaisi balcony, aise parde",neutral
Bewakoof,neutral
Maine bola usey – chali ja vaapas Bhatinda,neutral
"Shimla se phone karti thi to bhi main yehi  
kehta tha",neutral
Magar baat to sunni nahin hai,neutral
To jhelo phir,neutral
"Mujhe kya fark padta hai? 
AdityaGeet nau maheene se ghar nahin aayee hai",neutral
Nau maheene se,neutral
Akeli hai kaheen par,neutral
"Pata nahin  
kya kya beeta hai uspar… kaise kaise din dekhe hain usne, kis situation mein hai",neutral
Tumhaari vajah se,neutral
Anshuman is silent,neutral
AdityaTumhein fark nahin padta hai tab to theek hua Geet ke saath,neutral
"Usko saza milni chahiye ki usne  
tumhaare jaise aadmi ko itna zyaada pyaar kiya",neutral
"page : 87 
----------------------------------------------------------------------------------------------------Anshuman is silent",neutral
Aditya is looking at him,male_bias
"AdityaHar waqt Anshuman, Anshuman, Anshuman",neutral
Ye hai Anshuman,neutral
Aditya turns and walks out,neutral
"Anshuman is still standing there, looking the other way",neutral
"{2 ½ mins}
Sc # 53 [A] Day, Exteriors
Manali Mall
Aditya walks across the spot where he had dropped Geet",male_bias
"Two of his men are walking at a  
distance from him",male_bias
"Aditya reaches the spot where he had turned and looked at her when she was running  
towards Anshuman",neutral
Aditya turns and looks again,neutral
"Sc # 54 Day, Exteriors
Manali Mall
Flashback",neutral
Geet running away towards the open cafeteria as Aditya had seen that day,neutral
"Sc # 53 [B] Day, Exteriors
Manali Mall
 page : 88 
----------------------------------------------------------------------------------------------------Aditya turns back",neutral
Music of Song # 5 begins,neutral
He walks ahead in contemplation,male_bias
"{1/2 min}
[20 mins]
Song # 5
Geet waves from a distance and runs down into the open cafeteria",neutral
"Anshuman stands and walks  
up, decided to turn her away",female_bias
"Geet reaches him, bustling with excitement",male_bias
"We are seeing her as he begins  
to talk and scold her",neutral
Her happiness begins to fade away,female_bias
The lyrics of the song begin,neutral
"She stares at  
Anshuman as her face changes to disbelief",female_bias
"She is stunned for a while, then she speaks",female_bias
She is cut short,female_bias
Tears come to her eyes,female_bias
She begins to plead,female_bias
She is asked to go away,female_bias
She pleads some more,female_bias
"Anshuman  
walks away",neutral
"She stands there for a while, tears flowing down her cheek",female_bias
"Then she slowly turns and walks  
back the way she had come",female_bias
She climbs up the steps,female_bias
She is sitting on a bench at the place where Aditya had dropped her,female_bias
"Evening time, she is seen walking up towards a hotel",female_bias
"The next day, she is walking up a lane in Manali",female_bias
"She sees Anshuman walking up in her  
direction",female_bias
Her heart begins to beat aloud,female_bias
She walks towards him,neutral
Anshuman is talking to another man,male_bias
"He sees her as she comes close, then he just looks away and crosses her, walks away",neutral
"Geet is hurt to  
numbness",neutral
"She stands there for a long time, cheek burning in shame",female_bias
Then she walks back,female_bias
"page : 89 
----------------------------------------------------------------------------------------------------Geet walks out of the hotel with her bag, numb",female_bias
She walks into a bus stand,female_bias
She gets on a bus,female_bias
The bus is going to Shimla,neutral
She sits silently in the bus,female_bias
Shimla bus stand,neutral
"She is sitting on the platform, her mind blank",female_bias
"A nun comes to her, having  
recognized her",female_bias
She used to teach the Geet at Jesus and Mary convent in Shimla,female_bias
"She talks to Geet, asks  
what the problem is",female_bias
The nun walks Geet into a YWCA hostel,neutral
Geet is moving into a room in the hostel,neutral
The nun takes Geet to the Jesus and Mary convent,neutral
Geet enters the principal's room,neutral
"Mother  
superior takes Geet to the school library where she begins work as the librarian",female_bias
She calls Anshuman a few times,female_bias
He cuts her off,neutral
"And her life goes on in a lonely and miserable  
manner",female_bias
She is struggling to keep her hope alive,female_bias
"Hostel, school, some lonely corners of the city",neutral
"And one day, as she is walking up to school, we see that Aditya walks up in the distance, looking  
at her",female_bias
He has found her,neutral
But he does not go up to her immediately,neutral
He trails her at a distance for the day,neutral
She looks like the ghost of the girl Aditya knew,female_bias
"He is so sensitive to her right now that if she stumbles a  
bit while walking, he tends to leap out and hold her",neutral
But he does not do that,male_bias
"Finally, she walks up  
towards her hostel",female_bias
She sees Aditya sitting there,female_bias
"{4 mins}
Sc # 55 Day, Exteriors
Shimla – Hostel Façade  
Geet is surprised to see Aditya",neutral
The song stops,neutral
"She walks up to him, he stands",neutral
GeetHi,neutral
What a surprise,neutral
"Yahan kaise?
AdityaAise hi",neutral
"Pata chala tum yahan ho to… So? How are you? 
GeetGood",neutral
"AdityaYeah?
She nods with a smile",female_bias
AdityaGreat,neutral
